"PSComputerName","RunspaceId","PSShowComputerName","RecordType","CreationDate","UserIds","Operations","AuditData","ResultIndex","ResultCount","Identity","IsValid","ObjectState"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","MicrosoftTeams","2021-12-03 3:00:52 PM","paul@paulvalderconsulting.com","TeamsSessionStarted","{""CreationTime"":""2021-12-03T15:00:52"",""Id"":""9f63d9e4-4411-4be2-8b7b-30afed001051"",""Operation"":""TeamsSessionStarted"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":25,""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""MicrosoftTeams"",""ClientIP"":""198.8.92.138"",""ObjectId"":""Unknown (Unknown)"",""UserId"":""paul@paulvalderconsulting.com"",""ExtraProperties"":[]}","1","55","9f63d9e4-4411-4be2-8b7b-30afed001051","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","MicrosoftTeams","2021-12-03 3:00:52 PM","paul@paulvalderconsulting.com","TeamsSessionStarted","{""CreationTime"":""2021-12-03T15:00:52"",""Id"":""f946a350-c878-449a-be44-393baf5c0971"",""Operation"":""TeamsSessionStarted"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":25,""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""MicrosoftTeams"",""ClientIP"":""198.8.92.138"",""ObjectId"":""Unknown (Unknown)"",""UserId"":""paul@paulvalderconsulting.com"",""ExtraProperties"":[]}","2","55","f946a350-c878-449a-be44-393baf5c0971","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","AzureActiveDirectoryStsLogon","2021-12-03 3:00:51 PM","paul@paulvalderconsulting.com","UserLoggedIn","{""CreationTime"":""2021-12-03T15:00:51"",""Id"":""ab75508a-06a8-41ab-870d-49af50e7d302"",""Operation"":""UserLoggedIn"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""198.8.92.138"",""ObjectId"":""cc15fd57-2c6c-4117-a88c-83b1d56b4bbe"",""UserId"":""paul@paulvalderconsulting.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.55 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""Type"":0},{""ID"":""paul@paulvalderconsulting.com"",""Type"":5}],""ActorContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ActorIpAddress"":""198.8.92.138"",""InterSystemsId"":""e3cdd499-a8da-40ba-a850-ce031b1cedf3"",""IntraSystemId"":""ab75508a-06a8-41ab-870d-49af50e7d302"",""SupportTicketId"":"""",""Target"":[{""ID"":""cc15fd57-2c6c-4117-a88c-83b1d56b4bbe"",""Type"":0}],""TargetContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ApplicationId"":""5e3ce6c0-2b1f-4285-8d4b-75ee78787346"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""MacOs""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""IsCompliantAndManaged"",""Value"":""False""},{""Name"":""SessionId"",""Value"":""91ece8ad-917a-4ad5-acc8-e6b4137cb73a""}],""ErrorNumber"":""0""}","3","55","ab75508a-06a8-41ab-870d-49af50e7d302","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","AzureActiveDirectoryStsLogon","2021-12-03 3:00:49 PM","paul@paulvalderconsulting.com","UserLoggedIn","{""CreationTime"":""2021-12-03T15:00:49"",""Id"":""ab75508a-06a8-41ab-870d-49afb3e6d302"",""Operation"":""UserLoggedIn"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""198.8.92.138"",""ObjectId"":""Unknown"",""UserId"":""paul@paulvalderconsulting.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.55 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""Type"":0},{""ID"":""paul@paulvalderconsulting.com"",""Type"":5}],""ActorContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ActorIpAddress"":""198.8.92.138"",""InterSystemsId"":""74cc9eea-826d-4ddf-b832-c0666c0d7cd5"",""IntraSystemId"":""ab75508a-06a8-41ab-870d-49afb3e6d302"",""SupportTicketId"":"""",""Target"":[{""ID"":""Unknown"",""Type"":0}],""TargetContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ApplicationId"":""5e3ce6c0-2b1f-4285-8d4b-75ee78787346"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""MacOs""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""IsCompliantAndManaged"",""Value"":""False""},{""Name"":""SessionId"",""Value"":""91ece8ad-917a-4ad5-acc8-e6b4137cb73a""}],""ErrorNumber"":""0""}","4","55","ab75508a-06a8-41ab-870d-49afb3e6d302","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","AzureActiveDirectoryStsLogon","2021-12-02 9:14:18 PM","paul@paulvalderconsulting.com","UserLoggedIn","{""CreationTime"":""2021-12-02T21:14:18"",""Id"":""15226d37-c8de-489f-9695-10adbf49ae02"",""Operation"":""UserLoggedIn"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""198.8.92.138"",""ObjectId"":""00000003-0000-0000-c000-000000000000"",""UserId"":""paul@paulvalderconsulting.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.55 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""Type"":0},{""ID"":""paul@paulvalderconsulting.com"",""Type"":5}],""ActorContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ActorIpAddress"":""198.8.92.138"",""InterSystemsId"":""e37dda65-1881-4470-9ddc-ffdefe66583d"",""IntraSystemId"":""15226d37-c8de-489f-9695-10adbf49ae02"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000003-0000-0000-c000-000000000000"",""Type"":0}],""TargetContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ApplicationId"":""89bee1f7-5e6e-4d8a-9f3d-ecd601259da7"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""MacOs""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""IsCompliantAndManaged"",""Value"":""False""},{""Name"":""SessionId"",""Value"":""91ece8ad-917a-4ad5-acc8-e6b4137cb73a""}],""ErrorNumber"":""0""}","5","55","15226d37-c8de-489f-9695-10adbf49ae02","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","AzureActiveDirectoryStsLogon","2021-12-02 9:14:18 PM","paul@paulvalderconsulting.com","UserLoggedIn","{""CreationTime"":""2021-12-02T21:14:18"",""Id"":""3d6380a3-deb6-440c-8d81-0a70285b8002"",""Operation"":""UserLoggedIn"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""198.8.92.138"",""ObjectId"":""5f09333a-842c-47da-a157-57da27fcbca5"",""UserId"":""paul@paulvalderconsulting.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.55 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""Type"":0},{""ID"":""paul@paulvalderconsulting.com"",""Type"":5}],""ActorContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ActorIpAddress"":""198.8.92.138"",""InterSystemsId"":""86c1c281-e685-40d5-8421-06f9ab4440ea"",""IntraSystemId"":""3d6380a3-deb6-440c-8d81-0a70285b8002"",""SupportTicketId"":"""",""Target"":[{""ID"":""5f09333a-842c-47da-a157-57da27fcbca5"",""Type"":0}],""TargetContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ApplicationId"":""89bee1f7-5e6e-4d8a-9f3d-ecd601259da7"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""MacOs""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""IsCompliantAndManaged"",""Value"":""False""},{""Name"":""SessionId"",""Value"":""91ece8ad-917a-4ad5-acc8-e6b4137cb73a""}],""ErrorNumber"":""0""}","6","55","3d6380a3-deb6-440c-8d81-0a70285b8002","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","AzureActiveDirectoryStsLogon","2021-12-02 9:14:18 PM","paul@paulvalderconsulting.com","UserLoggedIn","{""CreationTime"":""2021-12-02T21:14:18"",""Id"":""386001ae-002a-4721-84ab-af38030eab02"",""Operation"":""UserLoggedIn"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""198.8.92.138"",""ObjectId"":""00000003-0000-0000-c000-000000000000"",""UserId"":""paul@paulvalderconsulting.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.55 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""Type"":0},{""ID"":""paul@paulvalderconsulting.com"",""Type"":5}],""ActorContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ActorIpAddress"":""198.8.92.138"",""InterSystemsId"":""c067aebe-808d-4d3e-8f06-6c40f397706e"",""IntraSystemId"":""386001ae-002a-4721-84ab-af38030eab02"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000003-0000-0000-c000-000000000000"",""Type"":0}],""TargetContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ApplicationId"":""89bee1f7-5e6e-4d8a-9f3d-ecd601259da7"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""MacOs""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""IsCompliantAndManaged"",""Value"":""False""},{""Name"":""SessionId"",""Value"":""91ece8ad-917a-4ad5-acc8-e6b4137cb73a""}],""ErrorNumber"":""0""}","7","55","386001ae-002a-4721-84ab-af38030eab02","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","ExchangeItem","2021-12-02 9:14:11 PM","paul@paulvalderconsulting.com","MailboxLogin","{""CreationTime"":""2021-12-02T21:14:11"",""Id"":""de238abc-b16b-459c-ccde-08d9b5d8afc9"",""Operation"":""MailboxLogin"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":2,""ResultStatus"":""Succeeded"",""UserKey"":""100320004BF00FCC"",""UserType"":0,""Version"":1,""Workload"":""Exchange"",""ClientIP"":""198.8.92.138"",""UserId"":""paul@paulvalderconsulting.com"",""ClientIPAddress"":""198.8.92.138"",""ClientInfoString"":""Client=\/owa\/; Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.55 Safari\/537.36"",""ExternalAccess"":false,""InternalLogonType"":0,""LogonType"":0,""LogonUserSid"":""S-1-5-21-4210595173-409280031-188456616-17158991"",""MailboxGuid"":""9caeafb4-1e4c-49e7-8ff5-a57643e77ffc"",""MailboxOwnerSid"":""S-1-5-21-4210595173-409280031-188456616-17158991"",""MailboxOwnerUPN"":""paul@paulvalderconsulting.com"",""OrganizationName"":""paulvalderconsulting.com"",""OriginatingServer"":""YQXPR0101MB0807"",""SessionId"":""91ece8ad-917a-4ad5-acc8-e6b4137cb73a""}","8","55","de238abc-b16b-459c-ccde-08d9b5d8afc9","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","AzureActiveDirectoryStsLogon","2021-12-02 9:14:10 PM","paul@paulvalderconsulting.com","UserLoggedIn","{""CreationTime"":""2021-12-02T21:14:10"",""Id"":""d7818a5b-80f2-49dd-b216-006096dab002"",""Operation"":""UserLoggedIn"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""198.8.92.138"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""paul@paulvalderconsulting.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.55 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""Type"":0},{""ID"":""paul@paulvalderconsulting.com"",""Type"":5}],""ActorContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ActorIpAddress"":""198.8.92.138"",""InterSystemsId"":""2dbeb69f-8f15-8e4f-7776-a2ac08399d3f"",""IntraSystemId"":""d7818a5b-80f2-49dd-b216-006096dab002"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ApplicationId"":""00000002-0000-0ff1-ce00-000000000000"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""MacOs""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""IsCompliantAndManaged"",""Value"":""False""},{""Name"":""SessionId"",""Value"":""91ece8ad-917a-4ad5-acc8-e6b4137cb73a""}],""ErrorNumber"":""0""}","9","55","d7818a5b-80f2-49dd-b216-006096dab002","True","Unchanged"
"ps.outlook.com","ad282db1-b98c-4196-90fb-51baa9b29940","False","AzureActiveDirectoryStsLogon","2021-12-02 9:14:04 PM","paul@paulvalderconsulting.com","UserLoggedIn","{""CreationTime"":""2021-12-02T21:14:04"",""Id"":""c008ab08-0adf-4d8d-9fd2-0ec667dcff01"",""Operation"":""UserLoggedIn"",""OrganizationId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""198.8.92.138"",""ObjectId"":""00000003-0000-0000-c000-000000000000"",""UserId"":""paul@paulvalderconsulting.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Redirect""},{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.55 Safari\/537.36""},{""Name"":""RequestType"",""Value"":""OAuth2:Authorize""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""acfd09cd-854b-40c6-b8ee-0de1a2134662"",""Type"":0},{""ID"":""paul@paulvalderconsulting.com"",""Type"":5}],""ActorContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ActorIpAddress"":""198.8.92.138"",""InterSystemsId"":""67d9495a-190d-439d-b145-887374dd508c"",""IntraSystemId"":""c008ab08-0adf-4d8d-9fd2-0ec667dcff01"",""SupportTicketId"":"""",""Target"":[{""ID"":""00000003-0000-0000-c000-000000000000"",""Type"":0}],""TargetContextId"":""6c9cb679-bd0b-4e89-abdb-022dbc18fff3"",""ApplicationId"":""89bee1f7-5e6e-4d8a-9f3d-ecd601259da7"",""DeviceProperties"":[{""Name"":""OS"",""Value"":""MacOs""},{""Name"":""BrowserType"",""Value"":""Chrome""},{""Name"":""IsCompliantAndManaged"",""Value"":""False""},{""Name"":""SessionId"",""Value"":""91ece8ad-917a-4ad5-acc8-e6b4137cb73a""}],""ErrorNumber"":""0""}","10","55","c008ab08-0adf-4d8d-9fd2-0ec667dcff01","True","Unchanged"
